ENRICHMENT_ID,CALL_ID,SENTIMENT_SCORE,SENTIMENT_LABEL,CALL_SUMMARY,DISPOSITION_CLASS,FOLLOW_UP_ACTION,CUSTOMER_OBJECTIONS,APPOINTMENT_DATE_EXTRACTED,MODEL_VERSION,PROCESSED_AT,CREATED_AT
ENR012549,CALL012549,0.58,positive,Agent notified the customer of an open safety recall on their 2021 Honda Accord and scheduled a free recall repair on February 01.,service_appointment,Schedule follow-up call for next week,Not ready to commit,,cortex-llm-v1.2,2024-01-30 16:38:04,2024-01-30 16:08:04
ENR012550,CALL012550,0.251,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,Too busy right now,,cortex-llm-v1.2,2024-01-24 13:58:07,2024-01-24 13:45:07
ENR012551,CALL012551,0.39,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Add to retention campaign,,,cortex-llm-v1.2,2024-01-20 18:46:19,2024-01-20 18:20:19
ENR012552,CALL012552,0.018,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-14 09:43:05,2024-01-14 09:21:05
ENR012553,CALL012553,0.042,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,Already have a mechanic,,cortex-llm-v1.2,2024-01-26 15:45:22,2024-01-26 15:30:22
ENR012554,CALL012554,-0.26,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-23 08:43:44,2024-01-23 08:15:44
ENR012555,CALL012555,0.355,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Escalate to service manager,,,cortex-llm-v1.2,2024-01-07 10:46:08,2024-01-07 10:41:08
ENR012556,CALL012556,0.057,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Mark as do-not-call and update CRM,,2024-01-17,cortex-llm-v1.2,2024-01-08 12:44:20,2024-01-08 12:33:20
ENR012557,CALL012557,0.781,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Already have a mechanic,,cortex-llm-v1.2,2024-01-19 09:33:02,2024-01-19 09:21:02
ENR012558,CALL012558,0.757,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-01 10:33:34,2024-01-01 10:23:34
ENR012559,CALL012559,0.474,positive,Agent reminded the customer about their overdue oil change for their 2022 Honda Camry and scheduled service on January 12.,service_appointment,Add to retention campaign,,2024-01-12,cortex-llm-v1.2,2024-01-02 16:45:36,2024-01-02 16:36:36
ENR012560,CALL012560,0.08,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too busy right now,,cortex-llm-v1.2,2024-01-16 11:44:28,2024-01-16 11:18:28
ENR012561,CALL012561,0.698,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Not ready to commit,,cortex-llm-v1.2,2024-01-22 18:09:31,2024-01-22 18:03:31
ENR012562,CALL012562,0.04,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Add to retention campaign,,2024-02-02,cortex-llm-v1.2,2024-01-30 11:13:30,2024-01-30 10:44:30
ENR012563,CALL012563,0.731,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Already have a mechanic,,cortex-llm-v1.2,2024-01-24 12:46:56,2024-01-24 12:40:56
ENR012564,CALL012564,0.232,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-18 09:28:45,2024-01-18 09:01:45
ENR012565,CALL012565,0.334,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Too expensive,,cortex-llm-v1.2,2024-01-04 15:13:23,2024-01-04 14:43:23
ENR012566,CALL012566,0.348,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Just had service done,,cortex-llm-v1.2,2024-01-30 17:29:28,2024-01-30 17:28:28
ENR012567,CALL012567,0.098,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Just had service done,,cortex-llm-v1.2,2024-01-22 09:59:30,2024-01-22 09:51:30
ENR012568,CALL012568,0.083,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-17 08:47:49,2024-01-17 08:41:49
ENR012569,CALL012569,0.004,neutral,Agent reminded the customer about their overdue oil change for their 2021 Chevrolet Equinox and scheduled service on January 14.,service_appointment,Escalate to service manager,,2024-01-14,cortex-llm-v1.2,2024-01-05 14:09:57,2024-01-05 13:53:57
ENR012570,CALL012570,0.589,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-01 08:53:43,2024-01-01 08:35:43
ENR012571,CALL012571,0.019,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-13 14:32:17,2024-01-13 14:15:17
ENR012572,CALL012572,0.606,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Not ready to commit,,cortex-llm-v1.2,2024-01-02 09:45:45,2024-01-02 09:25:45
ENR012573,CALL012573,-0.062,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Too expensive,,cortex-llm-v1.2,2024-01-21 16:40:14,2024-01-21 16:30:14
ENR012574,CALL012574,0.594,positive,Agent notified the customer of an open safety recall on their 2019 Chevrolet Camry and scheduled a free recall repair on January 21.,service_appointment,Transfer to sales team,,2024-01-21,cortex-llm-v1.2,2024-01-14 15:55:36,2024-01-14 15:46:36
ENR012575,CALL012575,-0.149,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-21 12:44:33,2024-01-21 12:27:33
ENR012576,CALL012576,0.038,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-30 15:54:40,2024-01-30 15:39:40
ENR012577,CALL012577,0.325,positive,Agent notified the customer of an open safety recall on their 2019 Ford F-150 and scheduled a free recall repair on January 22.,service_appointment,No follow-up needed — appointment confirmed,,2024-01-22,cortex-llm-v1.2,2024-01-13 15:44:36,2024-01-13 15:43:36
ENR012578,CALL012578,0.23,neutral,Agent notified the customer of an open safety recall on their 2021 Ford F-150 and scheduled a free recall repair on January 05.,service_appointment,Schedule follow-up call for next week,Too expensive,,cortex-llm-v1.2,2024-01-04 11:25:52,2024-01-04 10:55:52
ENR012579,CALL012579,0.717,positive,Agent notified the customer of an open safety recall on their 2021 Ford Camry and scheduled a free recall repair on January 17.,service_appointment,Add to retention campaign,,2024-01-17,cortex-llm-v1.2,2024-01-16 11:34:43,2024-01-16 11:24:43
ENR012580,CALL012580,0.34,positive,Agent notified the customer of an open safety recall on their 2021 Chevrolet Accord and scheduled a free recall repair on January 20.,service_appointment,Send appointment confirmation text,,2024-01-20,cortex-llm-v1.2,2024-01-16 14:36:19,2024-01-16 14:17:19
ENR012581,CALL012581,-0.194,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-21 17:55:34,2024-01-21 17:54:34
ENR012582,CALL012582,0.599,positive,Agent reminded the customer about their overdue oil change for their 2022 Honda Accord and scheduled service on January 16.,service_appointment,Schedule follow-up call for next week,,2024-01-16,cortex-llm-v1.2,2024-01-12 13:17:06,2024-01-12 13:16:06
ENR012583,CALL012583,0.775,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-21 11:54:39,2024-01-21 11:24:39
ENR012584,CALL012584,-0.035,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Already have a mechanic,,cortex-llm-v1.2,2024-01-02 13:58:02,2024-01-02 13:35:02
ENR012585,CALL012585,-0.267,neutral,Agent discussed lease maturity options with the customer regarding their 2021 Ford and scheduled a sales consultation on January 21.,sales_appointment,Transfer to sales team,,2024-01-21,cortex-llm-v1.2,2024-01-13 11:38:50,2024-01-13 11:34:50
ENR012586,CALL012586,0.199,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Too expensive,,cortex-llm-v1.2,2024-01-25 15:14:33,2024-01-25 15:11:33
ENR012587,CALL012587,-0.034,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Already have a mechanic,,cortex-llm-v1.2,2024-01-26 08:02:59,2024-01-26 07:53:59
ENR012588,CALL012588,-0.234,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send recall information via email,,,cortex-llm-v1.2,2024-01-06 14:10:52,2024-01-06 13:59:52
ENR012589,CALL012589,0.065,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-08 11:59:47,2024-01-08 11:53:47
ENR012590,CALL012590,0.397,positive,Agent discussed lease maturity options with the customer regarding their 2021 BMW and scheduled a sales consultation on January 21.,sales_appointment,Log callback for 2 weeks,,2024-01-21,cortex-llm-v1.2,2024-01-14 17:11:33,2024-01-14 16:58:33
ENR012591,CALL012591,0.308,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Just had service done,,cortex-llm-v1.2,2024-01-03 16:30:37,2024-01-03 16:28:37
ENR012592,CALL012592,0.68,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send appointment confirmation text,Not ready to commit,,cortex-llm-v1.2,2024-01-05 10:12:13,2024-01-05 09:45:13
ENR012593,CALL012593,0.522,positive,Agent reminded the customer about their overdue oil change for their 2021 Chevrolet Camry and scheduled service on January 29.,service_appointment,Transfer to sales team,,2024-01-29,cortex-llm-v1.2,2024-01-24 07:38:55,2024-01-24 07:26:55
ENR012594,CALL012594,0.77,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Transfer to sales team,Not ready to commit,,cortex-llm-v1.2,2024-01-17 09:24:20,2024-01-17 09:02:20
ENR012595,CALL012595,0.346,positive,Agent notified the customer of an open safety recall on their 2019 Chevrolet Camry and scheduled a free recall repair on February 05.,service_appointment,Add to retention campaign,,2024-02-05,cortex-llm-v1.2,2024-01-26 14:36:24,2024-01-26 14:29:24
ENR012596,CALL012596,0.368,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Log callback for 2 weeks,,2024-01-29,cortex-llm-v1.2,2024-01-24 12:19:20,2024-01-24 12:05:20
ENR012597,CALL012597,0.227,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too expensive,,cortex-llm-v1.2,2024-01-13 19:11:14,2024-01-13 18:51:14
ENR012598,CALL012598,0.023,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send recall information via email,,,cortex-llm-v1.2,2024-01-15 11:46:54,2024-01-15 11:25:54
ENR012599,CALL012599,0.668,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-28 15:55:26,2024-01-28 15:43:26
ENR012600,CALL012600,-0.024,neutral,Agent successfully scheduled a Air Filter Replacement appointment for the customer's 2022 BMW F-150 on January 26.,service_appointment,Escalate to service manager,,2024-01-26,cortex-llm-v1.2,2024-01-20 10:55:15,2024-01-20 10:46:15
ENR012601,CALL012601,0.288,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,,2024-01-31,cortex-llm-v1.2,2024-01-23 17:32:42,2024-01-23 17:20:42
ENR012602,CALL012602,0.29,neutral,Agent successfully scheduled a Oil Change appointment for the customer's 2022 Honda Accord on February 02.,service_appointment,Log callback for 2 weeks,,2024-02-02,cortex-llm-v1.2,2024-01-27 15:56:20,2024-01-27 15:42:20
ENR012603,CALL012603,0.347,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-09 15:08:47,2024-01-09 14:41:47
ENR012604,CALL012604,0.221,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,,,cortex-llm-v1.2,2024-01-23 09:28:18,2024-01-23 09:01:18
ENR012605,CALL012605,0.154,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-20 11:30:03,2024-01-20 11:16:03
ENR012606,CALL012606,0.003,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,,,cortex-llm-v1.2,2024-01-12 16:46:41,2024-01-12 16:43:41
ENR012607,CALL012607,0.292,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too busy right now,,cortex-llm-v1.2,2024-01-22 10:20:09,2024-01-22 09:56:09
ENR012608,CALL012608,-0.28,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Too expensive,,cortex-llm-v1.2,2024-01-05 10:02:49,2024-01-05 09:51:49
ENR012609,CALL012609,0.013,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-03 18:55:03,2024-01-03 18:52:03
ENR012610,CALL012610,0.342,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-14 09:19:28,2024-01-14 09:08:28
ENR012611,CALL012611,0.463,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-18 16:09:22,2024-01-18 15:40:22
ENR012612,CALL012612,0.296,neutral,Agent notified the customer of an open safety recall on their 2021 Toyota Camry and scheduled a free recall repair on February 08.,service_appointment,Mark as do-not-call and update CRM,,2024-02-08,cortex-llm-v1.2,2024-01-30 14:04:48,2024-01-30 14:01:48
ENR012613,CALL012613,-0.249,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Log callback for 2 weeks,Too busy right now,,cortex-llm-v1.2,2024-01-04 09:25:15,2024-01-04 09:17:15
ENR012614,CALL012614,0.076,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-06 10:54:37,2024-01-06 10:50:37
ENR012615,CALL012615,-0.184,neutral,Agent notified the customer of an open safety recall on their 2022 Toyota Equinox and scheduled a free recall repair on January 21.,service_appointment,Mark as do-not-call and update CRM,,2024-01-21,cortex-llm-v1.2,2024-01-12 14:18:43,2024-01-12 14:12:43
ENR012616,CALL012616,0.15,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,No follow-up needed — appointment confirmed,Already have a mechanic,,cortex-llm-v1.2,2024-01-30 12:20:21,2024-01-30 11:54:21
ENR012617,CALL012617,-0.167,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Too busy right now,,cortex-llm-v1.2,2024-01-26 17:09:46,2024-01-26 17:01:46
ENR012618,CALL012618,-0.276,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Not ready to commit,,cortex-llm-v1.2,2024-01-21 20:01:55,2024-01-21 19:54:55
ENR012619,CALL012619,0.32,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Just had service done,,cortex-llm-v1.2,2024-01-23 08:45:00,2024-01-23 08:21:00
ENR012620,CALL012620,0.468,positive,Agent notified the customer of an open safety recall on their 2019 Ford Equinox and scheduled a free recall repair on January 12.,service_appointment,Transfer to sales team,,2024-01-12,cortex-llm-v1.2,2024-01-07 10:19:05,2024-01-07 10:14:05
ENR012621,CALL012621,0.32,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Already have a mechanic,,cortex-llm-v1.2,2024-01-09 16:37:23,2024-01-09 16:15:23
ENR012622,CALL012622,-0.147,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,No follow-up needed — appointment confirmed,,2024-01-08,cortex-llm-v1.2,2024-01-06 14:46:26,2024-01-06 14:21:26
ENR012623,CALL012623,0.047,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Escalate to service manager,,2024-01-22,cortex-llm-v1.2,2024-01-15 17:02:14,2024-01-15 16:57:14
ENR012624,CALL012624,0.068,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Already have a mechanic,,cortex-llm-v1.2,2024-01-07 10:14:30,2024-01-07 09:53:30
ENR012625,CALL012625,0.31,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-22 09:55:20,2024-01-22 09:47:20
ENR012626,CALL012626,0.657,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-21 11:43:50,2024-01-21 11:31:50
ENR012627,CALL012627,0.347,positive,Agent discussed lease maturity options with the customer regarding their 2020 Honda and scheduled a sales consultation on January 22.,sales_appointment,Mark as do-not-call and update CRM,Just had service done,,cortex-llm-v1.2,2024-01-18 15:38:18,2024-01-18 15:19:18
ENR012628,CALL012628,0.355,positive,Agent successfully scheduled a Wheel Alignment appointment for the customer's 2022 Chevrolet F-150 on January 19.,service_appointment,Send recall information via email,,,cortex-llm-v1.2,2024-01-18 14:57:00,2024-01-18 14:56:00
ENR012629,CALL012629,0.651,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-13 11:39:21,2024-01-13 11:20:21
ENR012630,CALL012630,-0.104,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,Too busy right now,,cortex-llm-v1.2,2024-01-22 11:50:38,2024-01-22 11:38:38
ENR012631,CALL012631,0.35,positive,Agent discussed lease maturity options with the customer regarding their 2021 Honda and scheduled a sales consultation on February 03.,sales_appointment,Log callback for 2 weeks,,2024-02-03,cortex-llm-v1.2,2024-01-24 16:47:23,2024-01-24 16:23:23
ENR012632,CALL012632,0.164,neutral,Agent reminded the customer about their overdue oil change for their 2020 Honda Equinox and scheduled service on January 25.,service_appointment,Log callback for 2 weeks,,2024-01-25,cortex-llm-v1.2,2024-01-23 16:20:54,2024-01-23 16:15:54
ENR012633,CALL012633,0.196,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-04 10:48:31,2024-01-04 10:28:31
ENR012634,CALL012634,0.422,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-20 11:18:42,2024-01-20 10:50:42
ENR012635,CALL012635,-0.087,neutral,Agent notified the customer of an open safety recall on their 2019 Ford 3 Series and scheduled a free recall repair on January 07.,service_appointment,Send service coupon via email,Too expensive,,cortex-llm-v1.2,2024-01-06 17:11:55,2024-01-06 16:56:55
ENR012636,CALL012636,0.125,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Add to retention campaign,,,cortex-llm-v1.2,2024-01-27 11:18:28,2024-01-27 11:17:28
ENR012637,CALL012637,0.061,neutral,Agent reminded the customer about their overdue oil change for their 2022 BMW Camry and scheduled service on January 31.,service_appointment,Schedule follow-up call for next week,Already have a mechanic,,cortex-llm-v1.2,2024-01-26 09:42:18,2024-01-26 09:16:18
ENR012638,CALL012638,0.358,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,No follow-up needed — appointment confirmed,Just had service done,,cortex-llm-v1.2,2024-01-05 09:04:00,2024-01-05 08:42:00
ENR012639,CALL012639,0.465,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Not ready to commit,,cortex-llm-v1.2,2024-01-04 12:05:02,2024-01-04 11:40:02
ENR012640,CALL012640,0.348,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-17 13:34:43,2024-01-17 13:07:43
ENR012641,CALL012641,0.052,neutral,Agent notified the customer of an open safety recall on their 2019 Toyota Equinox and scheduled a free recall repair on January 31.,service_appointment,Send service coupon via email,,2024-01-31,cortex-llm-v1.2,2024-01-26 16:19:59,2024-01-26 16:13:59
ENR012642,CALL012642,0.156,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send service coupon via email,,,cortex-llm-v1.2,2024-01-29 19:12:26,2024-01-29 19:10:26
ENR012643,CALL012643,0.083,neutral,Agent reminded the customer about their overdue oil change for their 2021 Honda Camry and scheduled service on January 11.,service_appointment,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-04 13:52:27,2024-01-04 13:34:27
ENR012644,CALL012644,0.598,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Too busy right now,,cortex-llm-v1.2,2024-01-21 13:43:35,2024-01-21 13:40:35
ENR012645,CALL012645,0.124,neutral,Agent reminded the customer about their overdue oil change for their 2022 Chevrolet 3 Series and scheduled service on January 13.,service_appointment,Escalate to service manager,,,cortex-llm-v1.2,2024-01-11 10:30:05,2024-01-11 10:05:05
ENR012646,CALL012646,0.756,positive,Agent successfully scheduled a Recall Repair appointment for the customer's 2022 Ford Camry on January 13.,service_appointment,Send service coupon via email,,2024-01-13,cortex-llm-v1.2,2024-01-09 17:50:03,2024-01-09 17:43:03
ENR012647,CALL012647,0.13,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Too busy right now,,cortex-llm-v1.2,2024-01-27 10:31:55,2024-01-27 10:18:55
ENR012648,CALL012648,0.281,neutral,Agent successfully scheduled a Wiper Blade Replacement appointment for the customer's 2022 BMW F-150 on January 25.,service_appointment,Send service coupon via email,,2024-01-25,cortex-llm-v1.2,2024-01-22 17:00:44,2024-01-22 16:40:44
ENR012649,CALL012649,0.363,positive,Agent notified the customer of an open safety recall on their 2022 Honda Accord and scheduled a free recall repair on January 10.,service_appointment,Send recall information via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-05 10:25:01,2024-01-05 10:08:01
ENR012650,CALL012650,0.379,positive,Agent notified the customer of an open safety recall on their 2019 Toyota Camry and scheduled a free recall repair on January 30.,service_appointment,Send appointment confirmation text,,2024-01-30,cortex-llm-v1.2,2024-01-21 10:54:44,2024-01-21 10:34:44
ENR012651,CALL012651,0.19,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Too busy right now,,cortex-llm-v1.2,2024-01-26 15:58:41,2024-01-26 15:49:41
ENR012652,CALL012652,-0.186,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-20 15:18:30,2024-01-20 15:04:30
ENR012653,CALL012653,0.469,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-04 10:38:37,2024-01-04 10:17:37
ENR012654,CALL012654,0.006,neutral,Agent discussed lease maturity options with the customer regarding their 2021 Honda and scheduled a sales consultation on January 18.,sales_appointment,Schedule follow-up call for next week,,2024-01-18,cortex-llm-v1.2,2024-01-14 18:36:03,2024-01-14 18:07:03
ENR012655,CALL012655,0.74,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Log callback for 2 weeks,,2024-01-30,cortex-llm-v1.2,2024-01-24 14:05:35,2024-01-24 13:48:35
ENR012656,CALL012656,0.384,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Not ready to commit,,cortex-llm-v1.2,2024-01-02 17:37:20,2024-01-02 17:22:20
ENR012657,CALL012657,-0.111,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send service coupon via email,Too expensive,,cortex-llm-v1.2,2024-01-16 16:37:13,2024-01-16 16:26:13
ENR012658,CALL012658,-0.143,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-08 10:58:44,2024-01-08 10:46:44
ENR012659,CALL012659,0.145,neutral,Agent successfully scheduled a Coolant Flush appointment for the customer's 2021 Ford 3 Series on February 08.,service_appointment,Add to retention campaign,,2024-02-08,cortex-llm-v1.2,2024-01-29 15:44:39,2024-01-29 15:15:39
ENR012660,CALL012660,0.364,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Schedule follow-up call for next week,Too expensive,,cortex-llm-v1.2,2024-01-14 11:40:25,2024-01-14 11:13:25
ENR012661,CALL012661,0.682,positive,Agent successfully scheduled a Tire Rotation appointment for the customer's 2021 Honda Equinox on January 11.,service_appointment,Add to retention campaign,,2024-01-11,cortex-llm-v1.2,2024-01-08 15:41:48,2024-01-08 15:23:48
ENR012662,CALL012662,0.317,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Just had service done,,cortex-llm-v1.2,2024-01-02 11:29:36,2024-01-02 11:01:36
ENR012663,CALL012663,0.132,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Too expensive,,cortex-llm-v1.2,2024-01-10 13:23:18,2024-01-10 13:21:18
ENR012664,CALL012664,0.096,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-12 13:56:54,2024-01-12 13:55:54
ENR012665,CALL012665,0.002,neutral,Agent discussed lease maturity options with the customer regarding their 2020 Ford and scheduled a sales consultation on January 17.,sales_appointment,Escalate to service manager,,2024-01-17,cortex-llm-v1.2,2024-01-10 14:28:59,2024-01-10 14:07:59
ENR012666,CALL012666,-0.26,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,Too busy right now,,cortex-llm-v1.2,2024-01-12 17:59:15,2024-01-12 17:41:15
ENR012667,CALL012667,-0.024,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Escalate to service manager,Too busy right now,,cortex-llm-v1.2,2024-01-29 14:46:01,2024-01-29 14:25:01
ENR012668,CALL012668,-0.218,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Just had service done,,cortex-llm-v1.2,2024-01-23 09:52:46,2024-01-23 09:27:46
ENR012669,CALL012669,0.337,positive,Agent reminded the customer about their overdue oil change for their 2022 Chevrolet Camry and scheduled service on January 17.,service_appointment,Transfer to sales team,,2024-01-17,cortex-llm-v1.2,2024-01-11 11:00:52,2024-01-11 10:32:52
